Chemical1,Chemical2,Correlation,P-value
228,14925,0.55527426903615,0.0
228,14935,0.6165076363956016,0.0
228,15244,0.5025490928578232,0.0
239,3842,0.5064057620984594,0.0
240,504,0.5681667321573278,0.0
240,724,0.5600704804190846,0.0
240,1032,0.5383745033859766,0.0
240,1631,0.5879017744357029,0.0
240,1856,0.6505815330042941,0.0
240,2731,0.6888660122886113,0.0
240,2834,0.5664427429146948,0.0
240,3536,0.576397216939623,0.0
240,3690,0.5040477415656968,0.0
240,3909,0.5632195095586265,0.0
240,4012,0.6258249914690194,0.0
240,4377,0.6104785390784734,0.0
240,4653,0.557015204697217,0.0
240,5104,0.5687066991863774,0.0
240,5292,0.5888709057216912,0.0
240,5471,0.6347283798709403,0.0
240,6633,0.5814862061291456,0.0
240,6756,0.5903215481770144,0.0
240,6860,0.6320328242271691,0.0
240,7225,0.6598250174028776,0.0
240,7480,0.5197080492144035,0.0
240,7843,0.5601364513995745,0.0
240,7941,0.522107018104008,0.0
240,8188,0.5957789802541519,0.0
240,8634,0.649524280962028,0.0
240,8827,0.5714328881317099,0.0
240,10182,0.5286099056302282,0.0
240,11868,0.5892684389006354,0.0
240,12338,0.525165550997771,0.0
240,12752,0.6211354362178101,0.0
240,14627,0.5058404470324523,0.0
276,12436,0.5576043627900692,0.0
278,862,0.5274237912961516,0.0
278,1325,0.5423307661809389,0.0
278,2247,0.5476308726147847,0.0
278,6421,0.5012118011047368,0.0
278,8809,0.5305334924573429,0.0
278,8810,0.552833207295394,0.0
278,9603,0.5036350052365642,0.0
278,11293,0.5024004901353549,0.0
278,11983,0.5015907071508029,0.0
308,4648,0.5222458830635235,0.0
308,5036,0.5022787905591327,0.0
308,6478,0.5309293209107734,0.0
308,8295,0.5277506094721033,0.0
308,8341,0.5178797011921826,0.0
334,14800,0.5269286596151236,0.0
341,599,0.5728983364127256,0.0
341,1013,0.535904497608204,0.0
341,1086,0.6026913752981672,0.0
341,1351,0.6039403102223929,0.0
341,1738,0.507553694957136,0.0
341,1838,0.5704515798845021,0.0
341,2627,0.5029219756795513,0.0
341,4847,0.5473513070514802,0.0
341,5126,0.5458862175824292,0.0
341,5489,0.5266540478538464,0.0
341,5913,0.5487094363288284,0.0
341,5914,0.5832067357225363,0.0
341,6039,0.5455749700731098,0.0
341,7283,0.5374440636328981,0.0
341,9657,0.5431636308461304,0.0
341,9824,0.5432047871345804,0.0
341,9831,0.5962150996049701,0.0
341,9832,0.5772186945816024,0.0
341,11053,0.509730428799293,0.0
341,11238,0.5234554652169173,0.0
341,11239,0.5309222419413576,0.0
341,11747,0.5371369442181105,0.0
341,11800,0.5462067355557132,0.0
341,12028,0.5243612160478464,0.0
341,12479,0.5942369180916472,0.0
341,12793,0.5792423759314156,0.0
341,13909,0.5502432331352175,0.0
341,14161,0.524366647792837,0.0
341,14459,0.5800895720580351,0.0
341,14542,0.5379278332986753,0.0
342,3842,0.5174876071046913,0.0
342,6152,0.5106435352378291,0.0
342,6153,0.5366176374286378,0.0
342,8869,0.5274137957511426,0.0
342,12815,0.5274946331494851,0.0
356,669,0.5304687471600353,0.0
356,3878,0.519265712402862,0.0
356,5847,0.5496609782520252,0.0
356,6502,0.5441536129302933,0.0
356,9532,0.5458405803992926,0.0
356,10742,0.5093197489588625,0.0
356,14315,0.5285487695541402,0.0
357,8809,0.5280680762224118,0.0
379,1388,0.5311087996821524,0.0
379,11664,0.5044450193103833,0.0
379,15705,0.5402682697012345,0.0
380,1196,0.5162699362879282,0.0
380,8841,0.501587558303899,0.0
380,9935,0.5305541179715886,0.0
380,12876,0.502485329353442,0.0
380,13641,0.5499132697941321,0.0
380,14543,0.540633185134332,0.0
479,669,0.623790800129773,0.0
479,1416,0.5442768980689119,0.0
479,2402,0.5165469618765469,0.0
479,3878,0.6189079830602601,0.0
479,5549,0.5446732296307459,0.0
479,5773,0.5260212092991545,0.0
479,5847,0.5294387442154666,0.0
479,6502,0.5850855339392266,0.0
479,7091,0.5210820703271335,0.0
479,7980,0.5010014616351907,0.0
479,8869,0.5211472612696207,0.0
479,9241,0.5550455008613313,0.0
479,9532,0.6003960031581785,0.0
479,10012,0.5672491275901934,0.0
479,10368,0.5190314175398597,0.0
479,10742,0.6129786781114872,0.0
479,12130,0.5882680494673284,0.0
479,12832,0.5404591469625966,0.0
479,14315,0.5440949219616431,0.0
479,15075,0.5574264529999039,0.0
479,15471,0.5458898823786716,0.0
479,15534,0.5212220257993528,0.0
481,13189,0.5082459079386404,0.0
486,599,0.5056881755188635,0.0
486,1086,0.5178074315573497,0.0
486,1351,0.5356432041814523,0.0
486,1838,0.504155700651709,0.0
486,4847,0.5024315568856806,0.0
486,5914,0.5144382110566911,0.0
486,12479,0.5076740101396229,0.0
504,724,0.5463607073978115,0.0
504,1856,0.5384781303106845,0.0
504,2731,0.5258002086026615,0.0
504,3536,0.5065310811372802,0.0
504,4012,0.6045519144597201,0.0
504,4377,0.5351206613650468,0.0
504,4653,0.5169532270673102,0.0
504,5104,0.5542028833374317,0.0
504,5138,0.5016160598462982,0.0
504,5292,0.5677686884642498,0.0
504,5471,0.5170572921951945,0.0
504,6633,0.5474245471592275,0.0
504,6860,0.5318926219782023,0.0
504,7480,0.5768364278871758,0.0
504,7843,0.5424529143411402,0.0
504,7941,0.5175897191211393,0.0
504,8188,0.5235503591307291,0.0
504,8634,0.5306156836241268,0.0
504,10182,0.5024467684666166,0.0
504,10219,0.5106585290090516,0.0
504,12752,0.5347711653645114,0.0
504,15315,0.544703025477418,0.0
541,599,0.5385631381056386,0.0
541,1013,0.5359730931709322,0.0
541,1086,0.5505813200246836,0.0
541,1351,0.531798097594545,0.0
541,1738,0.5088543120505006,0.0
541,1838,0.5166560108472438,0.0
541,5914,0.5257778195862896,0.0
541,7283,0.5035013372356234,0.0
541,9657,0.5451249011443035,0.0
541,9824,0.5358043220804771,0.0
541,9831,0.503751962531977,0.0
541,12479,0.5331425855500054,0.0
541,12793,0.5152880315738365,0.0
541,13758,0.5728379078424772,0.0
541,14459,0.5272129642610888,0.0
552,5126,0.506927719143371,0.0
572,963,0.5429425202366595,0.0
572,1220,0.5023867128880553,0.0
572,2626,0.5385089118619953,0.0
572,3144,0.5257721566234972,0.0
572,4026,0.5699973707694841,0.0
572,5602,0.5587870363770192,0.0
572,5830,0.5378304204565375,0.0
572,6329,0.5141183952445845,0.0
572,6932,0.512301443407777,0.0
572,10055,0.5302957401250025,0.0
572,10056,0.5214930985591737,0.0
572,11474,0.51348263788915,0.0
572,12608,0.5597289710028013,0.0
592,1086,0.5223537904418061,0.0
592,1351,0.5336972116996284,0.0
592,5126,0.516625786878362,0.0
592,5914,0.5092221935331871,0.0
592,7283,0.521132427895897,0.0
592,11747,0.5260506524596743,0.0
592,11800,0.5239861805230237,0.0
592,12479,0.5364062158919584,0.0
592,12793,0.5059987503984379,0.0
592,14459,0.5214362426319024,0.0
599,1013,0.5907814606096637,0.0
599,1056,0.5311895034314651,0.0
599,1061,0.5254337435766279,0.0
599,1086,0.6097494827881125,0.0
599,1351,0.6721837581203451,0.0
599,1738,0.5392802370701656,0.0
599,1838,0.6143429212110363,0.0
599,4847,0.5742871673132083,0.0
599,5126,0.5164721370110645,0.0
599,5372,0.52434888084694,0.0
599,5489,0.5874484698949557,0.0
599,5913,0.566409197384471,0.0
599,5914,0.6591001484870028,0.0
599,6039,0.6026502187259698,0.0
599,7283,0.5677736812936122,0.0
599,8247,0.5159694821568837,0.0
599,9533,0.5147205731031254,0.0
599,9657,0.6268534643953844,0.0
599,9824,0.6252627732436127,0.0
599,9831,0.6537006636402772,0.0
599,9832,0.6246503622758104,0.0
599,11238,0.5294735668532327,0.0
599,11239,0.5264898254482567,0.0
599,11747,0.5381055753212661,0.0
599,11800,0.5645309958384793,0.0
599,12028,0.5286682644546218,0.0
599,12074,0.5077850364660846,0.0
599,12479,0.6234612508646364,0.0
599,12793,0.6012265265182217,0.0
599,13758,0.5679288843824042,0.0
599,13764,0.572337357035908,0.0
599,13909,0.5643223544415623,0.0
599,14161,0.5098714384672457,0.0
599,14459,0.6331964990042003,0.0
599,14542,0.5861977852164942,0.0
601,10942,0.5291939063271489,0.0
669,747,0.605836979206083,0.0
669,764,0.5471055790726927,0.0
669,1130,0.5896869244588804,0.0
669,1416,0.6803030198960969,0.0
669,2147,0.5257767936599542,0.0
669,2402,0.6288148519680261,0.0
669,2426,0.6032727988659553,0.0
669,2767,0.5447057608791592,0.0
669,3039,0.5166313460550312,0.0
669,3051,0.5516107705666414,0.0
669,3279,0.5163708775218071,0.0
669,3647,0.5326621213009528,0.0
669,3735,0.537812238404761,0.0
669,3842,0.5032637477162757,0.0
669,3878,0.7879376371275009,0.0
669,3916,0.5099734895747183,0.0
669,4406,0.5066514144886076,0.0
669,4564,0.5409232710196978,0.0
669,4839,0.5308172965540089,0.0
669,5078,0.5060965661372192,0.0
669,5549,0.6401876736674196,0.0
669,5689,0.5869953169140422,0.0
669,5773,0.6891437978510458,0.0
669,5847,0.6888016058855375,0.0
669,5998,0.5820605060956862,0.0
669,6389,0.5773443713124699,0.0
669,6483,0.6228557771627283,0.0
669,6502,0.7245487064723737,0.0
669,7091,0.6154441896645424,0.0
669,7131,0.5437370080267102,0.0
669,7456,0.561522227665042,0.0
669,7494,0.505681802025139,0.0
669,7715,0.5223899283029825,0.0
669,7854,0.5326163826558646,0.0
669,7980,0.623392878344322,0.0
669,8310,0.5318542230163997,0.0
669,8869,0.6520007019132138,0.0
669,8873,0.5840784802215092,0.0
669,9241,0.678049948090815,0.0
669,9532,0.7684531321551324,0.0
669,10012,0.6780751614579856,0.0
669,10368,0.6281021703126177,0.0
669,10484,0.5135354460684389,0.0
669,10577,0.5285894984177213,0.0
669,10597,0.5629530660409213,0.0
669,10694,0.5966344963150851,0.0
669,10742,0.7695861744147342,0.0
669,12130,0.6959460385399086,0.0
669,12528,0.5578527128890185,0.0
669,12714,0.5648436808765783,0.0
669,12832,0.6827492060762635,0.0
669,13062,0.5862909185191074,0.0
669,13616,0.5568287945977695,0.0
669,13902,0.5026894548746996,0.0
669,14112,0.5166834584168662,0.0
669,14315,0.7365845693359251,0.0
669,14621,0.5187302004385997,0.0
669,15075,0.7045502128190602,0.0
669,15467,0.5969365125570634,0.0
669,15471,0.6731116528090093,0.0
669,15534,0.6230108474186385,0.0
689,738,0.5143834521654926,0.0
689,5465,0.539306312458988,0.0
689,6224,0.5211400213214584,0.0
689,8785,0.5324597395634071,0.0
689,12815,0.515986598548825,0.0
724,1631,0.51220498357987,0.0
724,1856,0.53352893233877,0.0
724,2731,0.526112809134838,0.0
724,4012,0.603918868017381,0.0
724,4377,0.5155699295538454,0.0
724,5292,0.602812591001636,0.0
724,5471,0.5024123083030079,0.0
724,6633,0.5384116865782469,0.0
724,6860,0.5510803564280917,0.0
724,7941,0.5167667495863517,0.0
724,8634,0.5226789102762558,0.0
724,10182,0.5249965982958631,0.0
724,12752,0.5199620868020631,0.0
724,15315,0.5216672429594934,0.0
734,11114,0.5285311754254352,0.0
734,14684,0.5076378737995344,0.0
738,3752,0.5339224221687315,0.0
738,3842,0.5373523354096514,0.0
738,4474,0.5060738213068199,0.0
738,4667,0.5448125517040009,0.0
738,6224,0.5511789074881868,0.0
738,8785,0.549911981957878,0.0
738,9288,0.5176202582489018,0.0
738,10427,0.5046877276146353,0.0
738,11114,0.5078192826069688,0.0
738,11381,0.5319410198991514,0.0
738,12783,0.5147371223100184,0.0
738,12815,0.5599464828844446,0.0
738,13704,0.514535895535634,0.0
747,1416,0.5335700566463301,0.0
747,2426,0.5209916903953057,0.0
747,3878,0.6050871674564343,0.0
747,5549,0.5071592525723428,0.0
747,5773,0.5624714159731001,0.0
747,5847,0.5219182475241758,0.0
747,6483,0.5022501299009683,0.0
747,6502,0.5571137033888222,0.0
747,7980,0.5034977403499511,0.0
747,8869,0.5134673278934742,0.0
747,9241,0.5395047169684799,0.0
747,9532,0.5825869129718636,0.0
747,10012,0.5449475841552263,0.0
747,10742,0.5950784696756124,0.0
747,12130,0.5439501420695306,0.0
747,12832,0.5368941993176686,0.0
747,14315,0.5453481754974384,0.0
747,15075,0.5567569535471698,0.0
747,15471,0.5537524071143721,0.0
747,15534,0.510499127654843,0.0
764,3878,0.5460389189788787,0.0
764,6502,0.5115860317353667,0.0
764,9532,0.5294292277511834,0.0
764,10012,0.5001855057092516,0.0
764,10742,0.5369044604631285,0.0
764,12130,0.5044188709647933,0.0
764,15075,0.509832663363281,0.0
765,3496,0.5537669240545706,0.0
765,5416,0.5675522189309073,0.0
784,5126,0.5142944739370225,0.0
784,6039,0.506864337719919,0.0
822,1172,0.5637603149877879,0.0
822,1177,0.5245751696021385,0.0
822,1179,0.5338322640534536,0.0
822,4648,0.5462184371404869,0.0
822,5034,0.5434663483028715,0.0
822,5036,0.5904293564261448,0.0
822,6478,0.5656566064445493,0.0
822,8295,0.5667150031890607,0.0
822,8341,0.5779307377237622,0.0
822,10002,0.5212645545307647,0.0
822,11893,0.5270886144563639,0.0
822,13648,0.5073283217014217,0.0
822,14491,0.558692695813504,0.0
822,14748,0.5076135296852358,0.0
823,8599,0.5048770536564734,0.0
823,14097,0.5228490564295483,0.0
847,963,0.5675683404647299,0.0
847,1220,0.5005821326066737,0.0
847,2405,0.5149547252117798,0.0
847,2626,0.5341404865246707,0.0
847,3144,0.5057497060301512,0.0
847,4026,0.5188971427221248,0.0
847,6000,0.5180325410944107,0.0
847,6064,0.5052757205575814,0.0
847,10055,0.5439308941677656,0.0
847,10056,0.52271200440366,0.0
847,12385,0.5245111371230123,0.0
847,12608,0.5166447601766925,0.0
857,5430,0.5140204322034742,0.0
857,9659,0.5371817670896433,0.0
862,1325,0.5053269154917246,0.0
862,8809,0.580505254507376,0.0
862,8810,0.6010744433129459,0.0
885,931,0.5090175589779833,0.0
931,1124,0.550140051321739,0.0
931,1134,0.5444274352769566,0.0
931,1172,0.5818029876877625,0.0
931,1177,0.6382696959681797,0.0
931,1179,0.639969054207374,0.0
931,1294,0.5461633819823949,0.0
931,1912,0.5306675408959194,0.0
931,3195,0.5531813290860171,0.0
931,4048,0.5193155184457645,0.0
931,4315,0.5128657845970225,0.0
931,4582,0.583662616399851,0.0
931,4648,0.6697966241133738,0.0
931,4841,0.5193651198873622,0.0
931,5034,0.58359405214478,0.0
931,5036,0.6342133718405276,0.0
931,5175,0.5670179883221134,0.0
931,5420,0.557835600332508,0.0
931,6056,0.6121766588891567,0.0
931,6150,0.5259999722724724,0.0
931,6478,0.6536266606689545,0.0
931,6494,0.5155540313379087,0.0
931,6603,0.6043494425785606,0.0
931,6926,0.6148792467280946,0.0
931,8295,0.6303240679116007,0.0
931,8335,0.5157914192856216,0.0
931,8341,0.6466864047709694,0.0
931,8343,0.6074514996969321,0.0
931,8344,0.5872928830083542,0.0
931,8632,0.5671849803562916,0.0
931,8996,0.5301371805473706,0.0
931,9076,0.5507348830584737,0.0
931,9582,0.6121607703571544,0.0
931,9586,0.5197287134005948,0.0
931,9588,0.5059182351702503,0.0
931,9608,0.5456775452649866,0.0
931,9609,0.5202838448735081,0.0
931,10002,0.5690289223803648,0.0
931,10551,0.5018052765553657,0.0
931,10596,0.5038480199134224,0.0
931,10640,0.5664441972034099,0.0
931,11022,0.5783354210791737,0.0
931,11893,0.6170934624284488,0.0
931,12499,0.5680248723287468,0.0
931,12672,0.5592172442940699,0.0
931,13546,0.5209716951851547,0.0
931,13648,0.5945100330266793,0.0
931,14333,0.5098045675165338,0.0
931,14342,0.5350817183189004,0.0
931,14491,0.5704364303870652,0.0
931,14748,0.6062997130940567,0.0
931,14857,0.5043688207714838,0.0
931,14868,0.6009865462058901,0.0
931,14921,0.6041856214112687,0.0
931,14925,0.5495232966728324,0.0
931,14934,0.5214116981919793,0.0
931,14935,0.6222960917643029,0.0
961,1388,0.535991756816245,0.0
961,11746,0.5102071039191082,0.0
961,13102,0.5142589230148014,0.0
963,1220,0.5779084166234807,0.0
963,1236,0.560649419142129,0.0
963,2302,0.5415101576092869,0.0
963,2405,0.6489450411454263,0.0
963,2406,0.6266213211441379,0.0
963,2626,0.6938276366665529,0.0
963,3144,0.6333007591972236,0.0
963,3182,0.5401378838150658,0.0
963,3557,0.5210073040829742,0.0
963,4026,0.6631080117301524,0.0
963,4381,0.5318888922934532,0.0
963,5602,0.5904297800278605,0.0
963,5830,0.5866242940861887,0.0
963,6000,0.6565975368921255,0.0
963,6064,0.6119973228641333,0.0
963,6329,0.6047196927246588,0.0
963,6401,0.5787345411349862,0.0
963,6481,0.5251172915539911,0.0
963,6840,0.5347225949774945,0.0
963,6932,0.5624032137689413,0.0
963,7289,0.5008870460779793,0.0
963,7669,0.500357679435898,0.0
963,7956,0.5750239122409179,0.0
963,8495,0.5425978715392804,0.0
963,8845,0.5801723295143141,0.0
963,9448,0.5099825046506099,0.0
963,9472,0.5349320947742906,0.0
963,9573,0.6360558449649507,0.0
963,9574,0.5479647948517641,0.0
963,9932,0.5024483632305973,0.0
963,10055,0.6838657348931745,0.0
963,10056,0.6661221592995705,0.0
963,10399,0.5245061815890534,0.0
963,11060,0.6019070894447615,0.0
963,11309,0.5066646396368037,0.0
963,11474,0.5863842320485052,0.0
963,12078,0.5821017702050584,0.0
963,12129,0.543678343542757,0.0
963,12385,0.5609407032822623,0.0
963,12608,0.6168541942434578,0.0
963,12957,0.621172229121963,0.0
963,14809,0.5400251628257408,0.0
963,15392,0.5903989490754643,0.0
963,15599,0.6293722417486403,0.0
963,15600,0.6234821943005158,0.0
1004,1006,0.6141654900124098,0.0
1007,15771,0.5251397830773628,0.0
1012,1013,0.5097304824406658,0.0
1012,1014,0.59378060389257,0.0
1012,3335,0.5461469216827113,0.0
1013,1015,0.5199367155879284,0.0
1013,1061,0.5929288268048705,0.0
1013,1086,0.6218847070920259,0.0
1013,1351,0.616748866620819,0.0
1013,1738,0.5398563512449854,0.0
1013,1838,0.5510613899471909,0.0
1013,3610,0.5293846657094737,0.0
1013,4847,0.5406482117262992,0.0
1013,5126,0.514337600145643,0.0
1013,5372,0.5295025954370508,0.0
1013,5489,0.5164589482013683,0.0
1013,5701,0.5249484384348728,0.0
1013,5913,0.5285045108399987,0.0
1013,5914,0.5786200769227832,0.0
1013,6039,0.5401582056385422,0.0
1013,7283,0.5853318123147936,0.0
1013,9657,0.6385781969545483,0.0
1013,9824,0.6114336966897173,0.0
1013,9831,0.6279833875236062,0.0
1013,9832,0.612450226280598,0.0
1013,11747,0.5438816326050929,0.0
1013,11800,0.6198296671315259,0.0
1013,12479,0.6027021997881986,0.0
1013,12793,0.6141270069274436,0.0
1013,13764,0.5189829422339989,0.0
